# Wii U — full title IDs (phunlabs.github.io)
0005000010100600,TEKKEN TAG TOURNAMENT 2 Wii U EDITION
0005000010100d00,Nintendo×JOYSOUND Wii カラオケ U
0005000010101800,SiNG PARTY
0005000010101900,SiNG PARTY
0005000010101a00,LEGO® CITY UNDERCOVER
0005000010101b00,LEGO® CITY UNDERCOVER
0005000010101c00,New SUPER MARIO BROS. U
0005000010101d00,New SUPER MARIO BROS. U
0005000010101e00,New SUPER MARIO BROS. U
0005000010101f00,Nintendo Land
0005000010102000,Nintendo Land
0005000010102100,Nintendo Land
0005000010102200,Wii Fit U
0005000010102300,Wii Fit U
0005000010102400,Wii Fit U
0005000010102500,Nintendo×JOYSOUND Wii カラオケ U
0005000010102900,Demaecan
0005000010102a00,YNN
0005000010102d00,Hulu
0005000010102e00,Amazon Instant Video
0005000010102f00,Amazon / LOVEFiLM
0005000010104c00,Hulu
0005000010104d00,MONSTER HUNTER 3(tri-)G HD Ver.
0005000010105700,YouTube
0005000010105a00,Netflix
0005000010106100,SUPER MARIO 3D WORLD
0005000010106900,Mario & Sonic at the Sochi 2014 Olympic Winter Games
0005000010106b00,Assassin's Creed® III
0005000010106c00,スーパーマリオブラザーズ
0005000010106d00,Super Mario Bros.
0005000010106e00,Super Mario Bros.
0005000010106f00,スーパーマリオブラザーズ３
0005000010107000,Super Mario Bros. 3
0005000010107100,Super Mario Bros. 3
0005000010107200,アイスクライマー
0005000010107500,Ice Climber
0005000010107600,Ice Climber
0005000010107700,星のカービィ 夢の泉の物語
0005000010107800,Kirby's Adventure
0005000010107900,Kirby's Adventure
0005000010107a00,Kirby's Adventure
0005000010107b00,マリオブラザーズ
0005000010107c00,Mario Bros.
0005000010107d00,Mario Bros.
0005000010107e00,ドンキーコング
0005000010107f00,Donkey Kong
0005000010108000,Donkey Kong
0005000010108100,エキサイトバイク
0005000010108200,Excitebike
0005000010108300,Excitebike
0005000010108400,スーパーマリオＵＳＡ
0005000010108500,Super Mario Bros. 2
0005000010108600,Super Mario Bros. 2
0005000010108700,バルーンファイト
0005000010108800,Balloon Fight
0005000010108900,Balloon Fight
0005000010108a00,パンチアウト
0005000010108b00,Punch-Out!! Featuring Mr. Dream
0005000010108c00,Punch-Out!!
0005000010108e00,スーパーマリオワールド
0005000010108f00,Super Mario World
0005000010109000,Super Mario World
0005000010109100,スーパーマリオRPG
0005000010109200,Super Mario RPG: Legend of the Seven Stars
0005000010109300,Super Mario RPG: Legend of the Seven Stars
0005000010109400,スーパードンキーコング
0005000010109500,Donkey Kong Country
0005000010109600,Donkey Kong Country
0005000010109700,ゼルダの伝説 神々のトライフォース
0005000010109800,The Legend of Zelda: A Link to the Past
0005000010109900,The Legend of Zelda: A Link to the Past
0005000010109a00,The Legend of Zelda: A Link to the Past
0005000010109b00,The Legend of Zelda: A Link to the Past
0005000010109c00,星のカービィ スーパーデラックス
0005000010109d00,Kirby Super Star
0005000010109e00,Kirby Super Star
0005000010109f00,ファイアーエムブレム 聖戦の系譜
000500001010a000,スーパードンキーコング2 ディクシー&ディディー
000500001010a100,Donkey Kong Country 2: Diddy's Kong Quest
000500001010a200,Donkey Kong Country 2: Diddy's Kong Quest
000500001010a300,Donkey Kong Country 2: Diddy's Kong Quest
000500001010a400,ファイアーエムブレム 紋章の謎
000500001010a500,スーパーメトロイド
000500001010a600,Super Metroid
000500001010a700,Super Metroid
000500001010a800,スーパーマリオカート
000500001010a900,Super Mario Kart
000500001010aa00,Super Mario Kart
000500001010ab00,Batman Arkham City: Armored Edition
000500001010ac00,BEN 10 OMNIVERSE™
000500001010ad00,Darksiders II
000500001010ae00,JUST DANCE 4
000500001010af00,Marvel Avengers™: Battle for Earth
000500001010b000,Rabbids Land
000500001010b100,Rayman Legends
000500001010b200,Scribblenauts Unlimited
000500001010b300,Sonic & All-Stars Racing Transformed
000500001010b400,ESPN Sports Connection
000500001010b500,TRANSFORMERS PRIME
000500001010b600,Your Shape® Fitness Evolved 2013
000500001010b800,Wii カラオケ U トライアルディスク
000500001010c700,Mario & Sonic at the Sochi 2014 Olympic Winter Games
000500001010c800,Mario & Sonic at the Sochi 2014 Olympic Winter Games
000500001010cf00,Call of Duty: Black Ops II
000500001010d700,Skylanders Giants
000500001010d800,Madden NFL 13
000500001010d900,FIFA Soccer 13
000500001010da00,NBA 2K13
000500001010db00,Disney Epic Mickey 2
000500001010dc00,Mass Effect™ 3 Special Edition
000500001010dd00,ZombiU
000500001010e300,Splinter Cell Blacklist
000500001010e400,Game Party Champions
000500001010e600,007™ Legends
000500001010e700,Dangerous Hunts 2013
000500001010e800,Wipeout 3
000500001010ea00,WARRIORS OROCHI 3 Hyper
000500001010eb00,MARIO KART 8
000500001010ec00,MARIO KART 8
000500001010ed00,MARIO KART 8
000500001010ee00,FIFA 13
000500001010ef00,ZombiU
000500001010f000,JUST DANCE 4
000500001010f100,RISE OF THE GUARDIANS
000500001010f200,RISE OF THE GUARDIANS
000500001010f300,Family Party 30 Great Games Obstacle Arcade
000500001010f400,TRANSFORMERS PRIME
000500001010f500,Mass Effect™ 3 Special Edition
000500001010f600,Assassin's Creed® III
000500001010f700,Your Shape® Fitness Evolved 2013
000500001010f800,TEKKEN TAG TOURNAMENT 2 Wii U EDITION
000500001010f900,Scribblenauts Unlimited
000500001010fa00,The Cave
000500001010fb00,Puddle
000500001010fc00,Rabbids Land
000500001010fd00,TANK! TANK! TANK!
000500001010fe00,TANK! TANK! TANK!
000500001010ff00,Game Party Champions
0005000010110000,TEKKEN TAG TOURNAMENT 2 Wii U EDITION
0005000010110100,Nano Assault Neo
0005000010110200,WARRIORS OROCHI 3 Hyper(NA)
0005000010110500,Puddle
0005000010110600,Nano Assault Neo
0005000010110700,007™ Legends
0005000010110800,Marvel Avengers™: Battle for Earth
0005000010110900,NINJA GAIDEN 3: Razor's Edge
0005000010110a00,NINJA GAIDEN 3: Razor's Edge
0005000010110b00,NINJA GAIDEN 3: Razor's Edge
0005000010110c00,FIFA 13 World Class Soccer
0005000010110e00,Super Smash Bros. for Wii U
0005000010110f00,Darksiders II
0005000010111000,BEN 10 OMNIVERSE™
0005000010111100,Jeopardy!
0005000010111200,Wheel of Fortune
0005000010111300,Batman Arkham City: Armoured Edition
0005000010111400,Rayman Legends
0005000010111600,Fast & Furious™: Showdown
0005000010111700,Injustice: Gods Among Us
